retail_order_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,postal_code,country,city,state,region,latitude,longitude,retail_sales_people,product_id,product_name,sub_category,category,returned,sales,quantity,discount,profit,cost,unit_cp,unit_sp,days,sla_days,on_time,margin,margin_rate,return_flag,sales_outlier,quantity_outlier,margin_rate_outlier,days_outlier
2730,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,Fred Harton,Consumer,98105,United States,Seattle,Washington,West,47.751074,-120.740139,Anna Andreadi,OFF-AR-10001547,Newell 311,Art,Office Supplies,Not,6.63,3.0,0.0,1.7901,4.8399,1.6133,2.21,6,7.0,1,1.7900999999999998,0.26999999999999996,0,0,0,0,0
2731,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,Fred Harton,Consumer,98105,United States,Seattle,Washington,West,47.751074,-120.740139,Anna Andreadi,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Accessories,Technology,Not,799.96,4.0,0.0,343.9828,455.9772,113.9943,199.99,6,7.0,1,343.98280000000005,0.43000000000000005,0,1,0,0,0
2732,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,Fred Harton,Consumer,98105,United States,Seattle,Washington,West,47.751074,-120.740139,Anna Andreadi,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furnishings,Furniture,Not,107.53,1.0,0.0,21.506,86.024,86.024,107.53,6,7.0,1,21.506,0.2,0,0,0,0,0
2733,CA-2014-107594,2014-02-07,2014-06-07,Standard Class,EH-13945,Eric Hoffmann,Consumer,7060,United States,Plainfield,New Jersey,East,40.058324,-74.405661,Chuck Magee,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",Phones,Technology,Not,73.98,2.0,0.0,19.9746,54.0054,27.0027,36.99,120,7.0,0,19.974600000000002,0.27,0,0,0,0,0
2734,CA-2014-107594,2014-02-07,2014-06-07,Standard Class,EH-13945,Eric Hoffmann,Consumer,7060,United States,Plainfield,New Jersey,East,40.058324,-74.405661,Chuck Magee,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Art,Office Supplies,Not,5.58,1.0,0.0,2.1762,3.4038,3.4038,5.58,120,7.0,0,2.1762,0.39,0,0,0,0,0
2735,CA-2015-129770,2015-02-21,2015-02-23,Second Class,JE-15715,Joe Elijah,Consumer,88001,United States,Las Cruces,New Mexico,West,34.97273,-105.032363,Anna Andreadi,OFF-PA-10000249,Easy-staple paper,Paper,Office Supplies,Not,49.12,4.0,0.0,23.0864,26.0335999999999,6.50839999999999,12.28,2,7.0,1,23.086400000000097,0.470000000000002,0,0,0,0,0
2736,CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,19711,United States,Newark,Delaware,East,38.910832,-75.52767,Chuck Magee,TEC-PH-10003691,BlackBerry Q10,Phones,Technology,Not,377.97,3.0,0.0,94.4925,283.4775,94.4925,125.99,6,7.0,1,94.4925,0.25,0,0,0,0,0
2737,CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,19711,United States,Newark,Delaware,East,38.910832,-75.52767,Chuck Magee,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",Paper,Office Supplies,Not,42.28,7.0,0.0,19.8716,22.4084,3.2012,6.04,6,7.0,1,19.8716,0.47000000000000003,0,0,0,0,0
2738,CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,19711,United States,Newark,Delaware,East,38.910832,-75.52767,Chuck Magee,FUR-BO-10004467,Bestar Classic Bookcase,Bookcases,Furniture,Not,299.97,3.0,0.0,56.9943,242.9757,80.9919,99.99,6,7.0,1,56.99430000000004,0.1900000000000001,0,0,0,0,0
2739,CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,19711,United States,Newark,Delaware,East,38.910832,-75.52767,Chuck Magee,TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,Phones,Technology,Not,89.98,2.0,0.0,43.1904,46.7896,23.3948,44.99,6,7.0,1,43.190400000000004,0.48000000000000004,0,0,0,0,0
2740,CA-2017-122707,2017-04-16,2017-04-18,First Class,EB-13750,Edward Becker,Corporate,35244,United States,Hoover,Alabama,South,32.318231,-86.902298,Cassandra Brandow,OFF-SU-10000157,Compact Automatic Electric Letter Opener,Supplies,Office Supplies,Not,477.24,4.0,0.0,9.5448,467.6952,116.9238,119.31,2,7.0,1,9.54480000000001,0.020000000000000018,0,0,0,0,0
2741,CA-2017-122707,2017-04-16,2017-04-18,First Class,EB-13750,Edward Becker,Corporate,35244,United States,Hoover,Alabama,South,32.318231,-86.902298,Cassandra Brandow,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Accessories,Technology,Not,25.98,2.0,0.0,1.5588,24.4212,12.2106,12.99,2,7.0,1,1.5588000000000015,0.06000000000000006,0,0,0,0,0
2742,CA-2016-165015,2016-02-25,2016-02-27,Second Class,BD-11725,Bruce Degenhardt,Consumer,43055,United States,Newark,Ohio,East,40.417287,-82.907123,Chuck Magee,OFF-EN-10003134,Staple envelope,Envelopes,Office Supplies,Not,46.72,5.0,0.2,17.52,29.2,5.84,9.344,2,7.0,1,17.52,0.375,0,0,0,0,0
2743,CA-2014-149244,2014-04-11,2014-08-11,Standard Class,MS-17530,MaryBeth Skach,Consumer,92037,United States,San Diego,California,West,36.778261,-119.417932,Anna Andreadi,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Furnishings,Furniture,Not,35.34,2.0,0.0,13.4292,21.9108,10.9554,17.67,122,7.0,0,13.429200000000005,0.3800000000000001,0,0,0,0,0
2744,CA-2015-140144,2015-06-20,2015-06-25,Second Class,SC-20770,Stewart Carmichael,Corporate,94122,United States,San Francisco,California,West,36.778261,-119.417932,Anna Andreadi,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furnishings,Furniture,Not,257.64,6.0,0.0,100.4796,157.160399999999,26.1933999999999,42.94,5,7.0,1,100.479600000001,0.3900000000000039,0,0,0,0,0
2745,CA-2015-140144,2015-06-20,2015-06-25,Second Class,SC-20770,Stewart Carmichael,Corporate,94122,United States,San Francisco,California,West,36.778261,-119.417932,Anna Andreadi,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Phones,Technology,Not,125.976,3.0,0.2,47.241,78.735,26.245,41.992,5,7.0,1,47.241,0.375,0,0,0,0,0
2746,CA-2017-163321,2017-07-08,2017-11-08,Second Class,FM-14380,Fred McMath,Consumer,28540,United States,Jacksonville,North Carolina,South,35.759573,-79.0193,Cassandra Brandow,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Accessories,Technology,Not,79.992,1.0,0.2,21.9978,57.9942,57.9942,79.992,123,7.0,0,21.997800000000005,0.275,0,0,0,0,0
2747,CA-2014-155887,2014-12-05,2014-12-05,Standard Class,KT-16480,Kean Thornton,Consumer,2038,United States,Franklin,Massachusetts,East,42.407211,-71.382437,Chuck Magee,FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",Tables,Furniture,Not,700.056,3.0,0.3,-130.0104,830.0664,276.6888,233.352,0,7.0,1,-130.0104,-0.18571428571428572,0,1,0,0,0
2748,US-2015-165449,2015-11-22,2015-11-26,Standard Class,AP-10720,Anne Pryor,Home Office,75034,United States,Frisco,Texas,Central,31.968599,-99.901813,Kelly Williams,TEC-AC-10004127,SanDisk Cruzer 8 GB USB Flash Drive,Accessories,Technology,Not,27.168,4.0,0.2,-1.3584,28.5264,7.1316,6.792,4,7.0,1,-1.3583999999999996,-0.04999999999999999,0,0,0,0,0
2749,CA-2015-110247,2015-04-12,2015-08-12,Standard Class,RH-19555,Ritsa Hightower,Consumer,32303,United States,Tallahassee,Florida,South,27.664827,-81.515754,Cassandra Brandow,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,Binders,Office Supplies,Not,8.226,3.0,0.7,-6.0324,14.2584,4.7528,2.742,122,7.0,0,-6.032399999999999,-0.7333333333333332,0,0,0,1,0
2750,US-2014-141257,2014-08-06,2014-08-06,Standard Class,CS-11950,Carlos Soltero,Consumer,98115,United States,Seattle,Washington,West,47.751074,-120.740139,Anna Andreadi,FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Chairs,Furniture,Not,585.552,3.0,0.2,73.194,512.358,170.786,195.184,0,7.0,1,73.19400000000007,0.1250000000000001,0,1,0,0,0
2751,CA-2014-154669,2014-08-08,2014-11-08,Second Class,TM-21010,Tamara Manning,Consumer,95687,United States,Vacaville,California,West,36.778261,-119.417932,Anna Andreadi,OFF-ST-10000532,Advantus Rolling Drawer Organizers,Storage,Office Supplies,Not,423.28,11.0,0.0,110.0528,313.2272,28.4751999999999,38.48,92,7.0,0,110.05279999999999,0.26,0,0,1,0,0
2752,CA-2014-158029,2014-05-26,2014-05-30,Standard Class,HF-14995,Herbert Flentye,Consumer,90008,United States,Los Angeles,California,West,36.778261,-119.417932,Anna Andreadi,FUR-CH-10000988,Hon Olson Stacker Stools,Chairs,Furniture,Not,225.296,2.0,0.2,22.5296,202.7664,101.3832,112.648,4,7.0,1,22.529599999999988,0.09999999999999995,0,0,0,0,0
2753,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,94122,United States,San Francisco,California,West,36.778261,-119.417932,Anna Andreadi,OFF-AR-10003251,Prang Drawing Pencil Set,Art,Office Supplies,Not,5.56,2.0,0.0,2.224,3.33599999999999,1.66799999999999,2.78,4,7.0,1,2.2240000000000095,0.40000000000000174,0,0,0,0,0
2754,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,94122,United States,San Francisco,California,West,36.778261,-119.417932,Anna Andreadi,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Accessories,Technology,Not,323.37,3.0,0.0,129.348,194.022,64.6739999999999,107.79,4,7.0,1,129.348,0.4,0,0,0,0,0
2755,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,94122,United States,San Francisco,California,West,36.778261,-119.417932,Anna Andreadi,TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Phones,Technology,Not,783.96,5.0,0.2,68.5965,715.3635,143.0727,156.792,4,7.0,1,68.59649999999999,0.08749999999999998,0,1,0,0,0
2756,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,94122,United States,San Francisco,California,West,36.778261,-119.417932,Anna Andreadi,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Appliances,Office Supplies,Not,1447.65,5.0,0.0,419.8185,1027.8315,205.5663,289.53,4,7.0,1,419.8185000000001,0.29000000000000004,0,1,0,0,0
2757,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,94122,United States,San Francisco,California,West,36.778261,-119.417932,Anna Andreadi,OFF-PA-10001184,Xerox 1903,Paper,Office Supplies,Not,11.96,2.0,0.0,5.8604,6.0996,3.0498,5.98,4,7.0,1,5.860400000000001,0.49000000000000005,0,0,0,0,0
2758,CA-2016-127775,2016-11-06,2016-11-06,Second Class,ES-14020,Erica Smith,Consumer,10035,United States,New York City,New York,East,43.299428,-74.217933,Chuck Magee,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Accessories,Technology,Not,239.97,3.0,0.0,71.991,167.978999999999,55.9929999999999,79.99,0,7.0,1,71.99100000000101,0.3000000000000042,0,0,0,0,0
2759,CA-2016-146171,2016-11-03,2016-11-03,Standard Class,JP-16135,Julie Prescott,Home Office,31907,United States,Columbus,Georgia,South,32.157435,-82.907123,Cassandra Brandow,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furnishings,Furniture,Not,76.92,4.0,0.0,31.5372,45.3828,11.3457,19.23,0,7.0,1,31.5372,0.41,0,0,0,0,0
2760,CA-2016-146171,2016-11-03,2016-11-03,Standard Class,JP-16135,Julie Prescott,Home Office,31907,United States,Columbus,Georgia,South,32.157435,-82.907123,Cassandra Brandow,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,Storage,Office Supplies,Not,481.32,4.0,0.0,125.1432,356.1768,89.0442,120.33,0,7.0,1,125.14319999999998,0.25999999999999995,0,0,0,0,0
2761,CA-2014-129574,2014-05-26,2014-05-29,First Class,Dp-13240,Dean percer,Home Office,84107,United States,Murray,Utah,West,39.32098,-111.093731,Anna Andreadi,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",Paper,Office Supplies,Not,48.4,5.0,0.0,23.232,25.168,5.0336,9.68,3,7.0,1,23.232,0.48,0,0,0,0,0
2762,CA-2017-126536,2017-12-10,2017-12-10,First Class,NK-18490,Neil Knudson,Home Office,94110,United States,San Francisco,California,West,36.778261,-119.417932,Anna Andreadi,TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,Accessories,Technology,Not,0.99,1.0,0.0,0.4356,0.5544,0.5544,0.99,0,7.0,1,0.4356,0.44,0,0,0,0,0
2763,CA-2017-126536,2017-12-10,2017-12-10,First Class,NK-18490,Neil Knudson,Home Office,94110,United States,San Francisco,California,West,36.778261,-119.417932,Anna Andreadi,OFF-BI-10001191,Canvas Sectional Post Binders,Binders,Office Supplies,Not,101.84,5.0,0.2,36.917,64.923,12.9846,20.368,0,7.0,1,36.917,0.3625,0,0,0,0,0
2764,CA-2017-165757,2017-06-22,2017-06-28,Standard Class,PL-18925,Paul Lucas,Home Office,19140,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,OFF-BI-10003166,GBC Plasticlear Binding Covers,Binders,Office Supplies,Not,10.332,3.0,0.7,-7.5768,17.9088,5.9696,3.444,6,7.0,1,-7.576799999999999,-0.7333333333333332,0,0,0,1,0
2765,CA-2017-165757,2017-06-22,2017-06-28,Standard Class,PL-18925,Paul Lucas,Home Office,19140,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Binders,Office Supplies,Not,31.155,5.0,0.7,-23.8855,55.0405,11.0081,6.231,6,7.0,1,-23.8855,-0.7666666666666666,0,0,0,1,0
2766,CA-2017-165757,2017-06-22,2017-06-28,Standard Class,PL-18925,Paul Lucas,Home Office,19140,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,OFF-ST-10004835,Plastic Stacking Crates & Casters,Storage,Office Supplies,Not,8.928,2.0,0.2,0.6696,8.2584,4.1292,4.464,6,7.0,1,0.6696000000000009,0.0750000000000001,0,0,0,0,0
2767,CA-2017-167752,2017-01-15,2017-01-18,First Class,RW-19690,Robert Waldorf,Consumer,19134,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,Appliances,Office Supplies,Not,34.384,1.0,0.2,3.8682,30.5158,30.5158,34.384,3,7.0,1,3.8682000000000016,0.11250000000000004,0,0,0,0,0
2768,CA-2017-167752,2017-01-15,2017-01-18,First Class,RW-19690,Robert Waldorf,Consumer,19134,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Appliances,Office Supplies,Not,1924.16,8.0,0.2,312.676,1611.484,201.4355,240.52,3,7.0,1,312.67600000000016,0.1625000000000001,0,1,0,0,0
2769,US-2015-122140,2015-02-04,2015-07-04,Standard Class,MO-17950,Michael Oakman,Consumer,75220,United States,Dallas,Texas,Central,31.968599,-99.901813,Kelly Williams,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Appliances,Office Supplies,Not,32.192,2.0,0.8,-80.48,112.672,56.336,16.096,150,7.0,0,-80.47999999999999,-2.4999999999999996,0,0,0,1,1
2770,US-2015-122140,2015-02-04,2015-07-04,Standard Class,MO-17950,Michael Oakman,Consumer,75220,United States,Dallas,Texas,Central,31.968599,-99.901813,Kelly Williams,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Accessories,Technology,Not,50.12,7.0,0.2,-0.6265,50.7465,7.24949999999999,7.15999999999999,150,7.0,0,-0.6265000000000001,-0.012500000000000002,0,0,0,0,1
2771,US-2015-122140,2015-02-04,2015-07-04,Standard Class,MO-17950,Michael Oakman,Consumer,75220,United States,Dallas,Texas,Central,31.968599,-99.901813,Kelly Williams,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Accessories,Technology,Not,47.976,3.0,0.2,1.7991,46.1768999999999,15.3922999999999,15.9919999999999,150,7.0,0,1.7991000000001023,0.037500000000002136,0,0,0,0,1
2772,CA-2016-163986,2016-03-09,2016-10-09,Standard Class,JJ-15445,Jennifer Jackson,Consumer,53186,United States,Waukesha,Wisconsin,Central,43.78444,-88.787868,Kelly Williams,OFF-ST-10000918,Crate-A-Files,Storage,Office Supplies,Not,54.5,5.0,0.0,14.17,40.33,8.06599999999999,10.9,214,7.0,0,14.170000000000002,0.26,0,0,0,0,1
2773,CA-2017-158967,2017-10-12,2017-12-12,First Class,BT-11680,Brian Thompson,Consumer,33311,United States,Fort Lauderdale,Florida,South,27.664827,-81.515754,Cassandra Brandow,FUR-FU-10001940,Staple-based wall hangings,Furnishings,Furniture,Not,19.104,3.0,0.2,5.7312,13.3727999999999,4.45759999999999,6.36799999999999,61,7.0,0,5.731200000000099,0.3000000000000052,0,0,0,0,0
2774,CA-2016-131576,2016-11-22,2016-11-26,Standard Class,RD-19585,Rob Dowd,Consumer,48205,United States,Detroit,Michigan,Central,44.314844,-85.602364,Kelly Williams,OFF-BI-10002852,Ibico Standard Transparent Covers,Binders,Office Supplies,Not,49.44,3.0,0.0,24.2256,25.2143999999999,8.4048,16.48,4,7.0,1,24.2256000000001,0.49000000000000205,0,0,0,0,0
2775,CA-2017-143455,2017-11-11,2017-11-18,Standard Class,ML-17755,Max Ludwig,Home Office,45503,United States,Springfield,Ohio,East,40.417287,-82.907123,Chuck Magee,OFF-PA-10004451,Xerox 222,Paper,Office Supplies,Not,10.368,2.0,0.2,3.6288,6.7392,3.3696,5.184,7,7.0,1,3.6288,0.35,0,0,0,0,0
2776,CA-2016-144729,2016-10-21,2016-10-25,Standard Class,JE-15745,Joel Eaton,Consumer,92037,United States,San Diego,California,West,36.778261,-119.417932,Anna Andreadi,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Storage,Office Supplies,Not,154.44,3.0,0.0,1.5444,152.8956,50.9652,51.48,4,7.0,1,1.544399999999996,0.009999999999999974,0,0,0,0,0
2777,CA-2015-127019,2015-12-21,2015-12-25,Standard Class,ER-13855,Elpida Rittenbach,Corporate,80906,United States,Colorado Springs,Colorado,West,39.550051,-105.782067,Anna Andreadi,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Appliances,Office Supplies,Not,60.984,7.0,0.2,4.5738,56.4102,8.0586,8.712,4,7.0,1,4.5737999999999985,0.07499999999999997,0,0,0,0,0
2778,CA-2015-138534,2015-07-17,2015-07-19,Second Class,JM-15535,Jessica Myrick,Consumer,93309,United States,Bakersfield,California,West,36.778261,-119.417932,Anna Andreadi,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Bookcases,Furniture,Not,195.466,2.0,0.15,-13.7976,209.2636,104.6318,97.733,2,7.0,1,-13.797599999999989,-0.07058823529411759,0,0,0,0,0
2779,CA-2017-108322,2017-04-30,2017-05-05,Standard Class,SS-20140,Saphhira Shifley,Corporate,33068,United States,Pompano Beach,Florida,South,27.664827,-81.515754,Cassandra Brandow,FUR-FU-10001935,3M Hangers With Command Adhesive,Furnishings,Furniture,Not,23.68,8.0,0.2,6.216,17.464,2.183,2.96,5,7.0,1,6.216000000000001,0.26250000000000007,0,0,0,0,0
2780,CA-2017-108322,2017-04-30,2017-05-05,Standard Class,SS-20140,Saphhira Shifley,Corporate,33068,United States,Pompano Beach,Florida,South,27.664827,-81.515754,Cassandra Brandow,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,Accessories,Technology,Not,2.376,3.0,0.2,0.7425,1.63349999999999,0.544499999999999,0.791999999999999,5,7.0,1,0.7425000000000099,0.3125000000000042,0,0,0,0,0
2781,CA-2017-167668,2017-06-05,2017-08-05,First Class,TC-21295,Toby Carlisle,Consumer,10035,United States,New York City,New York,East,43.299428,-74.217933,Chuck Magee,OFF-LA-10004544,Avery 505,Labels,Office Supplies,Not,59.2,4.0,0.0,29.6,29.6,7.4,14.8,61,7.0,0,29.6,0.5,0,0,0,0,0
2782,CA-2017-146724,2017-11-20,2017-11-27,Standard Class,HG-15025,Hunter Glantz,Consumer,55044,United States,Lakeville,Minnesota,Central,46.729553,-94.6859,Kelly Williams,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Art,Office Supplies,Not,22.0,10.0,0.0,9.68,12.32,1.232,2.2,7,7.0,1,9.68,0.44,0,0,1,0,0
2783,CA-2016-139878,2016-11-11,2016-11-16,Standard Class,LD-17005,Lisa DeCherney,Consumer,48234,United States,Detroit,Michigan,Central,44.314844,-85.602364,Kelly Williams,TEC-PH-10001336,Digium D40 VoIP phone,Phones,Technology,Not,257.98,2.0,0.0,74.8142,183.1658,91.5829,128.99,5,7.0,1,74.81420000000003,0.2900000000000001,0,0,0,0,0
2784,US-2016-106677,2016-05-11,2016-10-11,Standard Class,AS-10285,Alejandro Savely,Corporate,19134,United States,Philadelphia,Pennsylvania,East,41.203322,-77.194525,Chuck Magee,TEC-PH-10003187,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Phones,Technology,Not,23.988,2.0,0.4,-15.992,39.98,19.99,11.994,153,7.0,0,-15.991999999999997,-0.6666666666666665,0,0,0,1,1
2785,CA-2016-116974,2016-09-10,2016-10-15,Standard Class,MP-17965,Michael Paige,Corporate,45373,United States,Troy,Ohio,East,40.417287,-82.907123,Chuck Magee,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Phones,Technology,Not,23.976,4.0,0.4,-15.5844,39.5604,9.8901,5.994,35,7.0,0,-15.584400000000002,-0.6500000000000001,0,0,0,1,0
2786,CA-2015-149972,2015-09-21,2015-09-23,First Class,CD-12790,Cynthia Delaney,Home Office,90036,United States,Los Angeles,California,West,36.778261,-119.417932,Anna Andreadi,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Chairs,Furniture,Not,601.536,4.0,0.2,0.0,601.536,150.384,150.384,2,7.0,1,0.0,0.0,0,1,0,0,0
2787,CA-2015-149972,2015-09-21,2015-09-23,First Class,CD-12790,Cynthia Delaney,Home Office,90036,United States,Los Angeles,California,West,36.778261,-119.417932,Anna Andreadi,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,Fasteners,Office Supplies,Not,7.9,2.0,0.0,2.528,5.372,2.686,3.95,2,7.0,1,2.5280000000000005,0.32000000000000006,0,0,0,0,0
2788,US-2014-117744,2014-02-12,2014-06-12,Standard Class,MD-17860,Michael Dominguez,Corporate,78415,United States,Corpus Christi,Texas,Central,31.968599,-99.901813,Kelly Williams,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furnishings,Furniture,Not,58.36,5.0,0.6,-24.803,83.163,16.6326,11.672,120,7.0,0,-24.802999999999997,-0.42499999999999993,0,0,0,1,0
2789,US-2014-117744,2014-02-12,2014-06-12,Standard Class,MD-17860,Michael Dominguez,Corporate,78415,United States,Corpus Christi,Texas,Central,31.968599,-99.901813,Kelly Williams,OFF-AR-10000940,Newell 343,Art,Office Supplies,Not,16.464,7.0,0.2,1.4406,15.0233999999999,2.1462,2.352,120,7.0,0,1.4406000000000994,0.08750000000000605,0,0,0,0,0
2790,US-2014-117744,2014-02-12,2014-06-12,Standard Class,MD-17860,Michael Dominguez,Corporate,78415,United States,Corpus Christi,Texas,Central,31.968599,-99.901813,Kelly Williams,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furnishings,Furniture,Not,39.96,5.0,0.6,-23.976,63.936,12.7872,7.992,120,7.0,0,-23.976,-0.6,0,0,0,1,0
2791,CA-2014-125514,2014-09-21,2014-09-22,First Class,BM-11650,Brian Moss,Corporate,68104,United States,Omaha,Nebraska,Central,41.492537,-99.901813,Kelly Williams,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Appliances,Office Supplies,Not,25.96,2.0,0.0,7.5284,18.4316,9.2158,12.98,1,7.0,1,7.528400000000001,0.29000000000000004,0,0,0,0,0
2792,CA-2014-125514,2014-09-21,2014-09-22,First Class,BM-11650,Brian Moss,Corporate,68104,United States,Omaha,Nebraska,Central,41.492537,-99.901813,Kelly Williams,OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,Appliances,Office Supplies,Not,36.27,3.0,0.0,10.881,25.389,8.463,12.09,1,7.0,1,10.881000000000004,0.3000000000000001,0,0,0,0,0
2793,CA-2014-125514,2014-09-21,2014-09-22,First Class,BM-11650,Brian Moss,Corporate,68104,United States,Omaha,Nebraska,Central,41.492537,-99.901813,Kelly Williams,OFF-PA-10000029,Xerox 224,Paper,Office Supplies,Not,6.48,1.0,0.0,3.1104,3.3696,3.3696,6.48,1,7.0,1,3.1104000000000003,0.48000000000000004,0,0,0,0,0
2794,CA-2014-154599,2014-12-04,2014-12-04,Standard Class,KN-16450,Kean Nguyen,Corporate,90278,United States,Redondo Beach,California,West,36.778261,-119.417932,Anna Andreadi,TEC-PH-10001557,Pyle PMP37LED,Phones,Technology,Not,1075.088,14.0,0.2,94.0702,981.0178,70.0727,76.792,0,7.0,1,94.0702,0.08750000000000001,0,1,1,0,0
2795,CA-2014-154599,2014-12-04,2014-12-04,Standard Class,KN-16450,Kean Nguyen,Corporate,90278,United States,Redondo Beach,California,West,36.778261,-119.417932,Anna Andreadi,TEC-PH-10000576,AT&T 1080 Corded phone,Phones,Technology,Not,438.368,4.0,0.2,38.3572,400.0108,100.0027,109.592,0,7.0,1,38.35719999999998,0.08749999999999995,0,0,0,0,0
2796,CA-2014-154599,2014-12-04,2014-12-04,Standard Class,KN-16450,Kean Nguyen,Corporate,90278,United States,Redondo Beach,California,West,36.778261,-119.417932,Anna Andreadi,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Binders,Office Supplies,Not,18.088,7.0,0.2,6.5569,11.5311,1.6473,2.584,0,7.0,1,6.556900000000001,0.3625,0,0,0,0,0
2797,CA-2014-154599,2014-12-04,2014-12-04,Standard Class,KN-16450,Kean Nguyen,Corporate,90278,United States,Redondo Beach,California,West,36.778261,-119.417932,Anna Andreadi,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Bookcases,Furniture,Not,308.499,3.0,0.15,-18.147,326.646,108.882,102.833,0,7.0,1,-18.14699999999999,-0.05882352941176467,0,0,0,0,0
2798,CA-2017-158743,2017-10-20,2017-10-27,Standard Class,IG-15085,Ivan Gibson,Consumer,72209,United States,Little Rock,Arkansas,South,35.20105,-91.831833,Cassandra Brandow,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Art,Office Supplies,Not,13.36,4.0,0.0,4.1416,9.21839999999999,2.30459999999999,3.34,7,7.0,1,4.141600000000009,0.3100000000000007,0,0,0,0,0
